Date (mm/dd/yyyy),Time (hh:mm:ss),Time Zone,Sensor Environment,Raw Water Temperature (°C),Adjusted Water Temperature (°C),Raw Specific Conductance (uS/cm),Adjusted Specific Conductance (uS/cm),Raw Salinity (ppt),Adjusted Salinity (ppt),Raw Water Level (ft),Adjusted Water Level (ft),Raw Water Elevation to Marsh (ft),Adjusted Water Elevation to Marsh (ft),Raw Water Elevation to Datum (ft),Adjusted Water Elevation to Datum (ft),Raw Marsh Mat Elevation (ft),Adjusted Marsh Mat Elevation to Datum (ft),Geoid,Raw Battery (V),Adjusted Battery (V),Raw Wind Speed (mph),Adjusted Wind Speed (mph),Raw Wind Direction (degrees),Adjusted Wind Direction (degrees),Raw Velocity (ft/sec),Adjusted Velocity (ft/sec),Raw Precipitation (tips/hour),Adjusted Precipitation (inches),Raw Air Pressure (mm of Hg),Adjusted Air Pressure (mm of Hg),Raw Total Chlorophyll (micrograms/L),Adjusted Total Chlorophyll (micrograms/L),Raw Dissolved Oxygen (milligrams/L),Adjusted Dissolved Oxygen (milligrams/L),Raw pH (pH units),Adjusted pH (pH units),Raw Turbidity (FNU),Adjusted Turbidity (FNU),Raw Discharge (cubic ft/sec),Adjusted Discharge (cubic ft/sec),Organization Name,Comments,Latitude,Longitude
9/11/2020,12:00:00,CST,Surface Water,29.79,29.79,3652.00,4143.85,1.91,2.26,1.85,2.09,"","","","","","",GEOID12A,6.10,6.10,"","","","","","","","","","","","","","","","","","","","",COASTAL ESTUARY SERVICES LLC,Adjusted water elevation to datum and water elevation to marsh deleted because site not surveyed.,29.79622195,-92.63264321
9/11/2020,13:00:00,CST,Surface Water,30.21,30.21,3738.00,4242.03,1.95,2.32,1.84,2.07,"","","","","","",GEOID12A,6.10,6.10,"","","","","","","","","","","","","","","","","","","","",COASTAL ESTUARY SERVICES LLC,Adjusted water elevation to datum and water elevation to marsh deleted because site not surveyed.,29.79622195,-92.63264321
9/11/2020,14:00:00,CST,Surface Water,30.35,30.35,3793.00,4305.05,1.98,2.35,1.84,2.08,"","","","","","",GEOID12A,6.10,6.10,"","","","","","","","","","","","","","","","","","","","",COASTAL ESTUARY SERVICES LLC,Adjusted water elevation to datum and water elevation to marsh deleted because site not surveyed.,29.79622195,-92.63264321
9/11/2020,15:00:00,CST,Surface Water,30.74,30.74,3794.00,4306.79,1.98,2.35,1.84,2.08,"","","","","","",GEOID12A,6.10,6.10,"","","","","","","","","","","","","","","","","","","","",COASTAL ESTUARY SERVICES LLC,Adjusted water elevation to datum and water elevation to marsh deleted because site not surveyed.,29.79622195,-92.63264321
9/11/2020,16:00:00,CST,Surface Water,30.87,30.87,3772.00,4282.42,1.97,2.34,1.83,2.07,"","","","","","",GEOID12A,6.10,6.10,"","","","","","","","","","","","","","","","","","","","",COASTAL ESTUARY SERVICES LLC,Adjusted water elevation to datum and water elevation to marsh deleted because site not surveyed.,29.79622195,-92.63264321
9/11/2020,17:00:00,CST,Surface Water,30.79,30.79,3747.00,4254.64,1.96,2.32,1.83,2.07,"","","","","","",GEOID12A,6.00,6.00,"","","","","","","","","","","","","","","","","","","","",COASTAL ESTUARY SERVICES LLC,Adjusted water elevation to datum and water elevation to marsh deleted because site not surveyed.,29.79622195,-92.63264321
9/11/2020,18:00:00,CST,Surface Water,30.72,30.72,3732.00,4238.20,1.95,2.31,1.83,2.07,"","","","","","",GEOID12A,6.10,6.10,"","","","","","","","","","","","","","","","","","","","",COASTAL ESTUARY SERVICES LLC,Adjusted water elevation to datum and water elevation to marsh deleted because site not surveyed.,29.79622195,-92.63264321
9/11/2020,19:00:00,CST,Surface Water,30.72,30.72,3717.00,4221.76,1.94,2.30,1.82,2.06,"","","","","","",GEOID12A,6.10,6.10,"","","","","","","","","","","","","","","","","","","","",COASTAL ESTUARY SERVICES LLC,Adjusted water elevation to datum and water elevation to marsh deleted because site not surveyed.,29.79622195,-92.63264321
9/11/2020,20:00:00,CST,Surface Water,30.60,30.60,3710.00,4214.40,1.94,2.30,1.82,2.06,"","","","","","",GEOID12A,6.00,6.00,"","","","","","","","","","","","","","","","","","","","",COASTAL ESTUARY SERVICES LLC,Adjusted water elevation to datum and water elevation to marsh deleted because site not surveyed.,29.79622195,-92.63264321
9/11/2020,21:00:00,CST,Surface Water,30.48,30.48,3762.00,4274.08,1.97,2.33,1.82,2.06,"","","","","","",GEOID12A,6.00,6.00,"","","","","","","","","","","","","","","","","","","","",COASTAL ESTUARY SERVICES LLC,Adjusted water elevation to datum and water elevation to marsh deleted because site not surveyed.,29.79622195,-92.63264321
9/11/2020,22:00:00,CST,Surface Water,30.08,30.08,3893.00,4423.53,2.04,2.42,1.82,2.05,"","","","","","",GEOID12A,6.00,6.00,"","","","","","","","","","","","","","","","","","","","",COASTAL ESTUARY SERVICES LLC,Adjusted water elevation to datum and water elevation to marsh deleted because site not surveyed.,29.79622195,-92.63264321
9/11/2020,23:00:00,CST,Surface Water,30.16,30.16,3997.00,4542.34,2.10,2.48,1.80,2.04,"","","","","","",GEOID12A,6.00,6.00,"","","","","","","","","","","","","","","","","","","","",COASTAL ESTUARY SERVICES LLC,Adjusted water elevation to datum and water elevation to marsh deleted because site not surveyed.,29.79622195,-92.63264321
9/12/2020,00:00:00,CST,Surface Water,29.91,29.91,4078.00,4635.05,2.14,2.54,1.79,2.03,"","","","","","",GEOID12A,6.00,6.00,"","","","","","","","","","","","","","","","","","","","",COASTAL ESTUARY SERVICES LLC,Adjusted water elevation to datum and water elevation to marsh deleted because site not surveyed.,29.79622195,-92.63264321
9/12/2020,01:00:00,CST,Surface Water,29.62,29.62,4128.00,4692.54,2.17,2.57,1.78,2.02,"","","","","","",GEOID12A,6.10,6.10,"","","","","","","","","","","","","","","","","","","","",COASTAL ESTUARY SERVICES LLC,Adjusted water elevation to datum and water elevation to marsh deleted because site not surveyed.,29.79622195,-92.63264321
9/12/2020,02:00:00,CST,Surface Water,29.62,29.62,4158.00,4727.30,2.19,2.59,1.78,2.02,"","","","","","",GEOID12A,6.00,6.00,"","","","","","","","","","","","","","","","","","","","",COASTAL ESTUARY SERVICES LLC,Adjusted water elevation to datum and water elevation to marsh deleted because site not surveyed.,29.79622195,-92.63264321
9/12/2020,03:00:00,CST,Surface Water,29.38,29.38,4167.00,4738.20,2.19,2.60,1.79,2.03,"","","","","","",GEOID12A,6.00,6.00,"","","","","","","","","","","","","","","","","","","","",COASTAL ESTUARY SERVICES LLC,Adjusted water elevation to datum and water elevation to marsh deleted because site not surveyed.,29.79622195,-92.63264321
9/12/2020,04:00:00,CST,Surface Water,28.83,28.83,4107.00,4670.63,2.16,2.56,1.78,2.02,"","","","","","",GEOID12A,6.00,6.00,"","","","","","","","","","","","","","","","","","","","",COASTAL ESTUARY SERVICES LLC,Adjusted water elevation to datum and water elevation to marsh deleted because site not surveyed.,29.79622195,-92.63264321
9/12/2020,05:00:00,CST,Surface Water,29.34,29.34,4103.00,4666.74,2.16,2.56,1.77,2.01,"","","","","","",GEOID12A,6.10,6.10,"","","","","","","","","","","","","","","","","","","","",COASTAL ESTUARY SERVICES LLC,Adjusted water elevation to datum and water elevation to marsh deleted because site not surveyed.,29.79622195,-92.63264321
9/12/2020,06:00:00,CST,Surface Water,29.21,29.21,4075.00,4635.55,2.14,2.54,1.77,2.01,"","","","","","",GEOID12A,6.00,6.00,"","","","","","","","","","","","","","","","","","","","",COASTAL ESTUARY SERVICES LLC,Adjusted water elevation to datum and water elevation to marsh deleted because site not surveyed.,29.79622195,-92.63264321
9/12/2020,07:00:00,CST,Surface Water,29.14,29.14,4039.00,4595.24,2.12,2.51,1.78,2.02,"","","","","","",GEOID12A,6.00,6.00,"","","","","","","","","","","","","","","","","","","","",COASTAL ESTUARY SERVICES LLC,Adjusted water elevation to datum and water elevation to marsh deleted because site not surveyed.,29.79622195,-92.63264321
9/12/2020,08:00:00,CST,Surface Water,29.21,29.21,4020.00,4574.27,2.11,2.50,1.77,2.01,"","","","","","",GEOID12A,6.00,6.00,"","","","","","","","","","","","","","","","","","","","",COASTAL ESTUARY SERVICES LLC,Adjusted water elevation to datum and water elevation to marsh deleted because site not surveyed.,29.79622195,-92.63264321
9/12/2020,09:00:00,CST,Surface Water,29.29,29.29,4058.00,4618.16,2.13,2.53,1.77,2.01,"","","","","","",GEOID12A,6.00,6.00,"","","","","","","","","","","","","","","","","","","","",COASTAL ESTUARY SERVICES LLC,Adjusted water elevation to datum and water elevation to marsh deleted because site not surveyed.,29.79622195,-92.63264321
9/12/2020,10:00:00,CST,Surface Water,29.47,29.47,4039.00,4597.18,2.12,2.52,1.78,2.02,"","","","","","",GEOID12A,6.00,6.00,"","","","","","","","","","","","","","","","","","","","",COASTAL ESTUARY SERVICES LLC,Adjusted water elevation to datum and water elevation to marsh deleted because site not surveyed.,29.79622195,-92.63264321
9/12/2020,11:00:00,CST,Surface Water,29.59,29.59,4032.00,4589.86,2.12,2.51,1.77,2.01,"","","","","","",GEOID12A,6.00,6.00,"","","","","","","","","","","","","","","","","","","","",COASTAL ESTUARY SERVICES LLC,Adjusted water elevation to datum and water elevation to marsh deleted because site not surveyed.,29.79622195,-92.63264321
9/12/2020,12:00:00,CST,Surface Water,30.15,30.15,4057.00,4618.96,2.13,2.53,1.78,2.03,"","","","","","",GEOID12A,6.00,6.00,"","","","","","","","","","","","","","","","","","","","",COASTAL ESTUARY SERVICES LLC,Adjusted water elevation to datum and water elevation to marsh deleted because site not surveyed.,29.79622195,-92.63264321
9/12/2020,13:00:00,CST,Surface Water,30.21,30.21,4147.00,4722.09,2.18,2.59,1.77,2.01,"","","","","","",GEOID12A,6.10,6.10,"","","","","","","","","","","","","","","","","","","","",COASTAL ESTUARY SERVICES LLC,Adjusted water elevation to datum and water elevation to marsh deleted because site not surveyed.,29.79622195,-92.63264321
9/12/2020,14:00:00,CST,Surface Water,30.65,30.65,4216.00,4801.34,2.22,2.63,1.80,2.05,"","","","","","",GEOID12A,6.00,6.00,"","","","","","","","","","","","","","","","","","","","",COASTAL ESTUARY SERVICES LLC,Adjusted water elevation to datum and water elevation to marsh deleted because site not surveyed.,29.79622195,-92.63264321
9/12/2020,15:00:00,CST,Surface Water,30.97,30.97,4268.00,4861.24,2.24,2.67,1.79,2.04,"","","","","","",GEOID12A,6.00,6.00,"","","","","","","","","","","","","","","","","","","","",COASTAL ESTUARY SERVICES LLC,Adjusted water elevation to datum and water elevation to marsh deleted because site not surveyed.,29.79622195,-92.63264321
9/12/2020,16:00:00,CST,Surface Water,30.10,30.10,4316.00,4916.60,2.27,2.70,1.85,2.09,"","","","","","",GEOID12A,6.00,6.00,"","","","","","","","","","","","","","","","","","","","",COASTAL ESTUARY SERVICES LLC,Adjusted water elevation to datum and water elevation to marsh deleted because site not surveyed.,29.79622195,-92.63264321
9/12/2020,17:00:00,CST,Surface Water,30.18,30.18,4335.00,4938.94,2.29,2.71,1.84,2.08,"","","","","","",GEOID12A,6.00,6.00,"","","","","","","","","","","","","","","","","","","","",COASTAL ESTUARY SERVICES LLC,Adjusted water elevation to datum and water elevation to marsh deleted because site not surveyed.,29.79622195,-92.63264321
9/12/2020,18:00:00,CST,Surface Water,30.09,30.09,4362.00,4970.40,2.30,2.73,1.75,1.99,"","","","","","",GEOID12A,6.00,6.00,"","","","","","","","","","","","","","","","","","","","",COASTAL ESTUARY SERVICES LLC,Adjusted water elevation to datum and water elevation to marsh deleted because site not surveyed.,29.79622195,-92.63264321
9/12/2020,19:00:00,CST,Surface Water,30.19,30.19,4370.00,4980.21,2.31,2.73,1.79,2.03,"","","","","","",GEOID12A,6.00,6.00,"","","","","","","","","","","","","","","","","","","","",COASTAL ESTUARY SERVICES LLC,Adjusted water elevation to datum and water elevation to marsh deleted because site not surveyed.,29.79622195,-92.63264321
9/12/2020,20:00:00,CST,Surface Water,30.05,30.05,4372.00,4983.19,2.31,2.73,1.71,1.96,"","","","","","",GEOID12A,6.00,6.00,"","","","","","","","","","","","","","","","","","","","",COASTAL ESTUARY SERVICES LLC,Adjusted water elevation to datum and water elevation to marsh deleted because site not surveyed.,29.79622195,-92.63264321
9/12/2020,21:00:00,CST,Surface Water,29.71,29.71,4385.00,4998.71,2.31,2.74,1.73,1.97,"","","","","","",GEOID12A,6.00,6.00,"","","","","","","","","","","","","","","","","","","","",COASTAL ESTUARY SERVICES LLC,Adjusted water elevation to datum and water elevation to marsh deleted because site not surveyed.,29.79622195,-92.63264321
9/12/2020,22:00:00,CST,Surface Water,29.96,29.96,4385.00,4999.41,2.31,2.74,1.76,2.01,"","","","","","",GEOID12A,6.00,6.00,"","","","","","","","","","","","","","","","","","","","",COASTAL ESTUARY SERVICES LLC,Adjusted water elevation to datum and water elevation to marsh deleted because site not surveyed.,29.79622195,-92.63264321
9/12/2020,23:00:00,CST,Surface Water,29.91,29.91,4396.00,5012.66,2.32,2.75,1.73,1.98,"","","","","","",GEOID12A,6.00,6.00,"","","","","","","","","","","","","","","","","","","","",COASTAL ESTUARY SERVICES LLC,Adjusted water elevation to datum and water elevation to marsh deleted because site not surveyed.,29.79622195,-92.63264321
9/13/2020,00:00:00,CST,Surface Water,29.48,29.48,4394.00,5011.08,2.32,2.75,1.73,1.98,"","","","","","",GEOID12A,6.00,6.00,"","","","","","","","","","","","","","","","","","","","",COASTAL ESTUARY SERVICES LLC,Adjusted water elevation to datum and water elevation to marsh deleted because site not surveyed.,29.79622195,-92.63264321
9/13/2020,01:00:00,CST,Surface Water,29.40,29.40,4364.00,4977.56,2.30,2.73,1.73,1.98,"","","","","","",GEOID12A,6.00,6.00,"","","","","","","","","","","","","","","","","","","","",COASTAL ESTUARY SERVICES LLC,Adjusted water elevation to datum and water elevation to marsh deleted because site not surveyed.,29.79622195,-92.63264321
9/13/2020,02:00:00,CST,Surface Water,29.23,29.23,4310.00,4916.66,2.27,2.70,1.73,1.98,"","","","","","",GEOID12A,6.00,6.00,"","","","","","","","","","","","","","","","","","","","",COASTAL ESTUARY SERVICES LLC,Adjusted water elevation to datum and water elevation to marsh deleted because site not surveyed.,29.79622195,-92.63264321
9/13/2020,03:00:00,CST,Surface Water,29.01,29.01,4229.00,4824.94,2.23,2.64,1.76,2.00,"","","","","","",GEOID12A,6.00,6.00,"","","","","","","","","","","","","","","","","","","","",COASTAL ESTUARY SERVICES LLC,Adjusted water elevation to datum and water elevation to marsh deleted because site not surveyed.,29.79622195,-92.63264321
9/13/2020,04:00:00,CST,Surface Water,28.94,28.94,4173.00,4761.71,2.20,2.61,1.74,1.99,"","","","","","",GEOID12A,6.00,6.00,"","","","","","","","","","","","","","","","","","","","",COASTAL ESTUARY SERVICES LLC,Adjusted water elevation to datum and water elevation to marsh deleted because site not surveyed.,29.79622195,-92.63264321
9/13/2020,05:00:00,CST,Surface Water,28.62,28.62,4065.00,4639.13,2.14,2.54,1.71,1.95,"","","","","","",GEOID12A,6.00,6.00,"","","","","","","","","","","","","","","","","","","","",COASTAL ESTUARY SERVICES LLC,Adjusted water elevation to datum and water elevation to marsh deleted because site not surveyed.,29.79622195,-92.63264321
9/13/2020,06:00:00,CST,Surface Water,28.36,28.36,3983.00,4546.18,2.09,2.49,1.75,1.99,"","","","","","",GEOID12A,6.00,6.00,"","","","","","","","","","","","","","","","","","","","",COASTAL ESTUARY SERVICES LLC,Adjusted water elevation to datum and water elevation to marsh deleted because site not surveyed.,29.79622195,-92.63264321
9/13/2020,07:00:00,CST,Surface Water,28.28,28.28,3926.00,4481.75,2.06,2.45,1.74,1.99,"","","","","","",GEOID12A,6.00,6.00,"","","","","","","","","","","","","","","","","","","","",COASTAL ESTUARY SERVICES LLC,Adjusted water elevation to datum and water elevation to marsh deleted because site not surveyed.,29.79622195,-92.63264321
9/13/2020,08:00:00,CST,Surface Water,28.33,28.33,3884.00,4434.43,2.04,2.42,1.73,1.97,"","","","","","",GEOID12A,6.00,6.00,"","","","","","","","","","","","","","","","","","","","",COASTAL ESTUARY SERVICES LLC,Adjusted water elevation to datum and water elevation to marsh deleted because site not surveyed.,29.79622195,-92.63264321
9/13/2020,09:00:00,CST,Surface Water,28.36,28.36,3852.00,4398.51,2.02,2.40,1.74,1.98,"","","","","","",GEOID12A,6.00,6.00,"","","","","","","","","","","","","","","","","","","","",COASTAL ESTUARY SERVICES LLC,Adjusted water elevation to datum and water elevation to marsh deleted because site not surveyed.,29.79622195,-92.63264321
9/13/2020,10:00:00,CST,Surface Water,28.68,28.68,3944.00,4504.19,2.07,2.46,1.73,1.98,"","","","","","",GEOID12A,6.00,6.00,"","","","","","","","","","","","","","","","","","","","",COASTAL ESTUARY SERVICES LLC,Adjusted water elevation to datum and water elevation to marsh deleted because site not surveyed.,29.79622195,-92.63264321
9/13/2020,11:00:00,CST,Surface Water,28.88,28.88,4064.00,4641.88,2.14,2.54,1.73,1.98,"","","","","","",GEOID12A,6.00,6.00,"","","","","","","","","","","","","","","","","","","","",COASTAL ESTUARY SERVICES LLC,Adjusted water elevation to datum and water elevation to marsh deleted because site not surveyed.,29.79622195,-92.63264321
9/13/2020,12:00:00,CST,Surface Water,29.54,29.54,4113.00,4698.51,2.16,2.57,1.75,2.00,"","","","","","",GEOID12A,6.00,6.00,"","","","","","","","","","","","","","","","","","","","",COASTAL ESTUARY SERVICES LLC,Adjusted water elevation to datum and water elevation to marsh deleted because site not surveyed.,29.79622195,-92.63264321
9/13/2020,13:00:00,CST,Surface Water,29.83,29.83,4165.00,4758.58,2.19,2.61,1.76,2.01,"","","","","","",GEOID12A,6.00,6.00,"","","","","","","","","","","","","","","","","","","","",COASTAL ESTUARY SERVICES LLC,Adjusted water elevation to datum and water elevation to marsh deleted because site not surveyed.,29.79622195,-92.63264321
9/13/2020,14:00:00,CST,Surface Water,30.22,30.22,4214.00,4815.24,2.22,2.64,1.75,2.00,"","","","","","",GEOID12A,6.00,6.00,"","","","","","","","","","","","","","","","","","","","",COASTAL ESTUARY SERVICES LLC,Adjusted water elevation to datum and water elevation to marsh deleted because site not surveyed.,29.79622195,-92.63264321
9/13/2020,15:00:00,CST,Surface Water,30.42,30.42,4270.00,4879.91,2.25,2.68,1.74,1.99,"","","","","","",GEOID12A,6.00,6.00,"","","","","","","","","","","","","","","","","","","","",COASTAL ESTUARY SERVICES LLC,Adjusted water elevation to datum and water elevation to marsh deleted because site not surveyed.,29.79622195,-92.63264321
9/13/2020,16:00:00,CST,Surface Water,29.83,29.83,4306.00,4921.74,2.27,2.70,1.74,1.99,"","","","","","",GEOID12A,6.00,6.00,"","","","","","","","","","","","","","","","","","","","",COASTAL ESTUARY SERVICES LLC,Adjusted water elevation to datum and water elevation to marsh deleted because site not surveyed.,29.79622195,-92.63264321
9/13/2020,17:00:00,CST,Surface Water,30.35,30.35,4348.00,4970.44,2.29,2.73,1.71,1.96,"","","","","","",GEOID12A,6.10,6.10,"","","","","","","","","","","","","","","","","","","","",COASTAL ESTUARY SERVICES LLC,Adjusted water elevation to datum and water elevation to marsh deleted because site not surveyed.,29.79622195,-92.63264321
9/13/2020,18:00:00,CST,Surface Water,30.29,30.29,4385.00,5013.44,2.31,2.75,1.72,1.97,"","","","","","",GEOID12A,6.10,6.10,"","","","","","","","","","","","","","","","","","","","",COASTAL ESTUARY SERVICES LLC,Adjusted water elevation to datum and water elevation to marsh deleted because site not surveyed.,29.79622195,-92.63264321
9/13/2020,19:00:00,CST,Surface Water,30.18,30.18,4403.00,5034.72,2.32,2.76,1.71,1.96,"","","","","","",GEOID12A,6.00,6.00,"","","","","","","","","","","","","","","","","","","","",COASTAL ESTUARY SERVICES LLC,Adjusted water elevation to datum and water elevation to marsh deleted because site not surveyed.,29.79622195,-92.63264321
9/13/2020,20:00:00,CST,Surface Water,29.93,29.93,4432.00,5068.59,2.34,2.78,1.74,1.99,"","","","","","",GEOID12A,6.00,6.00,"","","","","","","","","","","","","","","","","","","","",COASTAL ESTUARY SERVICES LLC,Adjusted water elevation to datum and water elevation to marsh deleted because site not surveyed.,29.79622195,-92.63264321
9/13/2020,21:00:00,CST,Surface Water,29.62,29.62,4319.00,4940.05,2.28,2.71,1.70,1.96,"","","","","","",GEOID12A,6.00,6.00,"","","","","","","","","","","","","","","","","","","","",COASTAL ESTUARY SERVICES LLC,Adjusted water elevation to datum and water elevation to marsh deleted because site not surveyed.,29.79622195,-92.63264321
9/13/2020,22:00:00,CST,Surface Water,29.59,29.59,4133.00,4727.97,2.17,2.59,1.73,1.98,"","","","","","",GEOID12A,6.00,6.00,"","","","","","","","","","","","","","","","","","","","",COASTAL ESTUARY SERVICES LLC,Adjusted water elevation to datum and water elevation to marsh deleted because site not surveyed.,29.79622195,-92.63264321
9/13/2020,23:00:00,CST,Surface Water,29.48,29.48,4057.00,4641.68,2.13,2.54,1.74,2.00,"","","","","","",GEOID12A,6.00,6.00,"","","","","","","","","","","","","","","","","","","","",COASTAL ESTUARY SERVICES LLC,Adjusted water elevation to datum and water elevation to marsh deleted because site not surveyed.,29.79622195,-92.63264321
9/14/2020,00:00:00,CST,Surface Water,29.45,29.45,4007.00,4585.11,2.10,2.51,1.68,1.93,"","","","","","",GEOID12A,6.00,6.00,"","","","","","","","","","","","","","","","","","","","",COASTAL ESTUARY SERVICES LLC,Adjusted water elevation to datum and water elevation to marsh deleted because site not surveyed.,29.79622195,-92.63264321
9/14/2020,01:00:00,CST,Surface Water,29.27,29.27,3979.00,4553.71,2.09,2.49,1.69,1.95,"","","","","","",GEOID12A,6.00,6.00,"","","","","","","","","","","","","","","","","","","","",COASTAL ESTUARY SERVICES LLC,Adjusted water elevation to datum and water elevation to marsh deleted because site not surveyed.,29.79622195,-92.63264321
9/14/2020,02:00:00,CST,Surface Water,29.24,29.24,3953.00,4524.58,2.08,2.47,1.72,1.97,"","","","","","",GEOID12A,6.00,6.00,"","","","","","","","","","","","","","","","","","","","",COASTAL ESTUARY SERVICES LLC,Adjusted water elevation to datum and water elevation to marsh deleted because site not surveyed.,29.79622195,-92.63264321
9/14/2020,03:00:00,CST,Surface Water,29.15,29.15,3937.00,4506.90,2.07,2.46,1.67,1.92,"","","","","","",GEOID12A,6.10,6.10,"","","","","","","","","","","","","","","","","","","","",COASTAL ESTUARY SERVICES LLC,Adjusted water elevation to datum and water elevation to marsh deleted because site not surveyed.,29.79622195,-92.63264321
9/14/2020,04:00:00,CST,Surface Water,29.07,29.07,3931.00,4500.66,2.06,2.46,1.70,1.96,"","","","","","",GEOID12A,6.00,6.00,"","","","","","","","","","","","","","","","","","","","",COASTAL ESTUARY SERVICES LLC,Adjusted water elevation to datum and water elevation to marsh deleted because site not surveyed.,29.79622195,-92.63264321
9/14/2020,05:00:00,CST,Surface Water,28.97,28.97,3923.00,4492.13,2.06,2.46,1.70,1.95,"","","","","","",GEOID12A,6.00,6.00,"","","","","","","","","","","","","","","","","","","","",COASTAL ESTUARY SERVICES LLC,Adjusted water elevation to datum and water elevation to marsh deleted because site not surveyed.,29.79622195,-92.63264321
9/14/2020,06:00:00,CST,Surface Water,28.68,28.68,3931.00,4501.92,2.06,2.46,1.67,1.92,"","","","","","",GEOID12A,6.00,6.00,"","","","","","","","","","","","","","","","","","","","",COASTAL ESTUARY SERVICES LLC,Adjusted water elevation to datum and water elevation to marsh deleted because site not surveyed.,29.79622195,-92.63264321
9/14/2020,07:00:00,CST,Surface Water,28.24,28.24,3942.00,4515.15,2.07,2.47,1.67,1.93,"","","","","","",GEOID12A,6.00,6.00,"","","","","","","","","","","","","","","","","","","","",COASTAL ESTUARY SERVICES LLC,Adjusted water elevation to datum and water elevation to marsh deleted because site not surveyed.,29.79622195,-92.63264321
9/14/2020,08:00:00,CST,Surface Water,28.22,28.22,3943.00,4516.92,2.07,2.47,1.70,1.95,"","","","","","",GEOID12A,6.00,6.00,"","","","","","","","","","","","","","","","","","","","",COASTAL ESTUARY SERVICES LLC,Adjusted water elevation to datum and water elevation to marsh deleted because site not surveyed.,29.79622195,-92.63264321
9/14/2020,09:00:00,CST,Surface Water,28.22,28.22,3956.00,4532.45,2.08,2.48,1.69,1.95,"","","","","","",GEOID12A,6.00,6.00,"","","","","","","","","","","","","","","","","","","","",COASTAL ESTUARY SERVICES LLC,Adjusted water elevation to datum and water elevation to marsh deleted because site not surveyed.,29.79622195,-92.63264321
9/14/2020,10:00:00,CST,Surface Water,28.28,28.28,3987.00,4568.60,2.10,2.50,1.69,1.94,"","","","","","",GEOID12A,6.00,6.00,"","","","","","","","","","","","","","","","","","","","",COASTAL ESTUARY SERVICES LLC,Adjusted water elevation to datum and water elevation to marsh deleted because site not surveyed.,29.79622195,-92.63264321
9/14/2020,11:00:00,CST,Surface Water,28.55,28.55,4032.00,4620.81,2.12,2.53,1.71,1.97,"","","","","","",GEOID12A,6.00,6.00,"","","","","","","","","","","","","","","","","","","","",COASTAL ESTUARY SERVICES LLC,Adjusted water elevation to datum and water elevation to marsh deleted because site not surveyed.,29.79622195,-92.63264321
9/14/2020,12:00:00,CST,Surface Water,28.71,28.71,4058.00,4651.26,2.14,2.55,1.70,1.96,"","","","","","",GEOID12A,6.00,6.00,"","","","","","","","","","","","","","","","","","","","",COASTAL ESTUARY SERVICES LLC,Adjusted water elevation to datum and water elevation to marsh deleted because site not surveyed.,29.79622195,-92.63264321
9/14/2020,13:00:00,CST,Surface Water,29.11,29.11,4070.00,4665.66,2.14,2.55,1.71,1.97,"","","","","","",GEOID12A,6.00,6.00,"","","","","","","","","","","","","","","","","","","","",COASTAL ESTUARY SERVICES LLC,Adjusted water elevation to datum and water elevation to marsh deleted because site not surveyed.,29.79622195,-92.63264321
9/14/2020,14:00:00,CST,Surface Water,29.12,29.12,4089.00,4688.10,2.15,2.57,1.69,1.95,"","","","","","",GEOID12A,6.00,6.00,"","","","","","","","","","","","","","","","","","","","",COASTAL ESTUARY SERVICES LLC,Adjusted water elevation to datum and water elevation to marsh deleted because site not surveyed.,29.79622195,-92.63264321
9/14/2020,15:00:00,CST,Surface Water,29.26,29.26,4135.00,4741.50,2.18,2.60,1.68,1.94,"","","","","","",GEOID12A,6.00,6.00,"","","","","","","","","","","","","","","","","","","","",COASTAL ESTUARY SERVICES LLC,Adjusted water elevation to datum and water elevation to marsh deleted because site not surveyed.,29.79622195,-92.63264321
9/14/2020,16:00:00,CST,Surface Water,29.52,29.52,4155.00,4765.10,2.19,2.61,1.68,1.94,"","","","","","",GEOID12A,6.00,6.00,"","","","","","","","","","","","","","","","","","","","",COASTAL ESTUARY SERVICES LLC,Adjusted water elevation to datum and water elevation to marsh deleted because site not surveyed.,29.79622195,-92.63264321
9/14/2020,17:00:00,CST,Surface Water,29.47,29.47,4183.00,4797.88,2.20,2.63,1.67,1.93,"","","","","","",GEOID12A,6.00,6.00,"","","","","","","","","","","","","","","","","","","","",COASTAL ESTUARY SERVICES LLC,Adjusted water elevation to datum and water elevation to marsh deleted because site not surveyed.,29.79622195,-92.63264321
9/14/2020,18:00:00,CST,Surface Water,29.47,29.47,4211.00,4830.67,2.22,2.65,1.67,1.93,"","","","","","",GEOID12A,6.00,6.00,"","","","","","","","","","","","","","","","","","","","",COASTAL ESTUARY SERVICES LLC,Adjusted water elevation to datum and water elevation to marsh deleted because site not surveyed.,29.79622195,-92.63264321
9/14/2020,19:00:00,CST,Surface Water,29.40,29.40,4239.00,4863.47,2.23,2.67,1.65,1.91,"","","","","","",GEOID12A,6.00,6.00,"","","","","","","","","","","","","","","","","","","","",COASTAL ESTUARY SERVICES LLC,Adjusted water elevation to datum and water elevation to marsh deleted because site not surveyed.,29.79622195,-92.63264321
